F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_25_555.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_25_555.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_25_555.jpg,0,0.4,0,30.03829
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_25_624.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_25_624.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_25_624.jpg,0,0.4,0,30.03809
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_25_694.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_25_694.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_25_694.jpg,0,0.4,0,30.03794
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_25_760.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_25_760.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_25_760.jpg,-0.05,0.4,0,30.03757
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_25_827.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_25_827.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_25_827.jpg,-0.2,0.4,0,30.02805
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_25_895.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_25_895.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_25_895.jpg,-0.35,0.4,0,30.01194
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_25_963.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_25_963.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_25_963.jpg,-0.5500001,0.4,0,29.98254
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_26_036.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_26_036.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_26_036.jpg,0,0.4,0,30.03448
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_26_108.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_26_108.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_26_108.jpg,0,0.4,0,30.03716
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_26_181.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_26_181.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_26_181.jpg,0,0.4,0,30.03822
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_26_250.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_26_250.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_26_250.jpg,0,0.4,0,30.03842
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_26_319.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_26_319.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_26_319.jpg,0,0.4,0,30.03851
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_26_394.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_26_394.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_26_394.jpg,0,0.4,0,30.03853
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_26_468.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_26_468.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_26_468.jpg,0,0.4,0,30.03854
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_26_537.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_26_537.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_26_537.jpg,0,0.4,0,30.03855
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_26_609.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_26_609.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_26_609.jpg,0,0.4,0,30.03856
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_26_680.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_26_680.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_26_680.jpg,0,0.4,0,30.03832
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_26_751.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_26_751.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_26_751.jpg,0,0.4,0,30.03844
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_26_824.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_26_824.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_26_824.jpg,0,0.4,0,30.03845
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_26_897.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_26_897.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_26_897.jpg,0,0.4,0,30.0383
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_26_971.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_26_971.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_26_971.jpg,0,0.4,0,30.03836
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_27_041.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_27_041.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_27_041.jpg,0,0.4,0,30.03836
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_27_112.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_27_112.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_27_112.jpg,0,0.4,0,30.03839
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_27_183.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_27_183.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_27_183.jpg,0,0.4,0,30.03838
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_27_253.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_27_253.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_27_253.jpg,0,0.4,0,30.03838
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_27_322.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_27_322.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_27_322.jpg,0,0.4,0,30.03837
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_27_391.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_27_391.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_27_391.jpg,0,0.4,0,30.03837
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_27_459.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_27_459.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_27_459.jpg,0,0.4,0,30.03838
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_27_527.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_27_527.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_27_527.jpg,0,0.4,0,30.03838
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_27_599.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_27_599.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_27_599.jpg,0,0.4,0,30.03839
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_27_666.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_27_666.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_27_666.jpg,0,0.4,0,30.03837
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_27_740.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_27_740.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_27_740.jpg,0,0.4,0,30.03838
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_27_807.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_27_807.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_27_807.jpg,0,0.4,0,30.03838
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_27_881.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_27_881.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_27_881.jpg,0,0.4,0,30.03836
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_27_948.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_27_948.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_27_948.jpg,0,0.4,0,30.03838
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_28_019.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_28_019.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_28_019.jpg,-0.05,0.4,0,30.03781
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_28_093.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_28_093.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_28_093.jpg,-0.2,0.4,0,30.02796
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_28_164.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_28_164.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_28_164.jpg,0,0.4,0,30.03093
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_28_233.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_28_233.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_28_233.jpg,0,0.4,0,30.03794
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_28_303.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_28_303.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_28_303.jpg,0,0.4,0,30.03816
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_28_370.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_28_370.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_28_370.jpg,0,0.4,0,30.03825
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_28_438.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_28_438.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_28_438.jpg,0,0.4,0,30.03837
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_28_508.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_28_508.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_28_508.jpg,0,0.4,0,30.03837
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_28_576.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_28_576.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_28_576.jpg,0,0.4,0,30.03837
F:\474 sim\beta_simulator_windows\IMG\center_2023_04_17_02_28_28_650.jpg,F:\474 sim\beta_simulator_windows\IMG\left_2023_04_17_02_28_28_650.jpg,F:\474 sim\beta_simulator_windows\IMG\right_2023_04_17_02_28_28_650.jpg,0,0.4,0,30.03836
